Lettera;Codice Ateco 2007;Descrizione
O;84111;"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali"
O;841110;"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali"
O;84112;Attività di pianificazione generale e servizi statistici generali
O;841120;Attività di pianificazione generale e servizi statistici generali
O;8412;Regolamentazione delle attività relative alla fornitura di servizi di assistenza sanitaria, dell'istruzione, di servizi culturali e ad altri servizi sociali (esclusa l'assicurazione sociale obbligatoria)
O;84121;Regolamentazione dell'attività degli organismi preposti alla sanità
O;841210;Regolamentazione dell'attività degli organismi preposti alla sanità
O;84122;Regolamentazione dell'attività degli organismi preposti all'istruzione
O;841220;Regolamentazione dell'attività degli organismi preposti all'istruzione
O;84123;Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente
O;841230;Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente
O;84124;Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari
O;841240;Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari
O;8413;Regolamentazione delle attività che contribuiscono ad una più efficiente gestione delle attività economiche
O;84131;Regolamentazione degli affari concernenti i combustibili e l'energia
O;841310;Regolamentazione degli affari concernenti i combustibili e l'energia
O;84132;Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca
O;841320;Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca
O;84133;Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione
O;841330;Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione
O;84134;Regolamentazione degli affari e servizi concernenti la costruzione di strade
O;841340;Regolamentazione degli affari e servizi concernenti la costruzione di strade
O;84135;Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima
O;841350;Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima
O;84136;Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni
O;841360;Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni
O;84137;Regolamentazione degli affari e servizi concernenti il commercio interno
O;841370;Regolamentazione degli affari e servizi concernenti il commercio interno
O;84138;Regolamentazione degli affari e servizi concernenti il turismo
O;841380;Regolamentazione degli affari e servizi concernenti il turismo
O;84139;Regolamentazione di altri affari e servizi economici
O;841390;Regolamentazione di altri affari e servizi economici
O;842;SERVIZI COLLETTIVI DELLE AMMINISTRAZIONI PUBBLICHE
O;8421;Affari esteri
O;84210;Affari esteri
O;842100;Affari esteri
O;8422;Difesa nazionale
O;84220;Difesa nazionale
O;842200;Difesa nazionale
O;8423;Giustizia ed attività giudiziarie
O;84230;Giustizia ed attività giudiziarie
O;842300;Giustizia ed attività giudiziarie
O;8424;Ordine pubblico e sicurezza nazionale
O;84240;Ordine pubblico e sicurezza nazionale
O;842400;Ordine pubblico e sicurezza nazionale
O;8425;Attività dei vigili del fuoco e della protezione civile
O;84251;Attività dei vigili del fuoco
O;842510;Attività dei vigili del fuoco
O;84252;Attività di protezione civile
O;842520;Attività di protezione civile
O;843;ASSICURAZIONE SOCIALE OBBLIGATORIA
O;8430;Assicurazione sociale obbligatoria 
O;84300;Assicurazione sociale obbligatoria
O;843000;Assicurazione sociale obbligatoria
P;P;ISTRUZIONE
P;85;ISTRUZIONE
P;851;ISTRUZIONE PRESCOLASTICA
P;8510;Istruzione prescolastica
P;85100;Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie
P;851000;Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie
P;852;ISTRUZIONE PRIMARIA 
P;8520;Istruzione primaria
P;85200;Istruzione primaria: scuole elementari
P;852000;Istruzione primaria: scuole elementari
P;853;ISTRUZIONE SECONDARIA
P;8531;Istruzione secondaria di formazione generale
P;85311;Istruzione secondaria di primo grado: scuole medie
P;853110;Istruzione secondaria di primo grado: scuole medie
P;85312;Istruzione secondaria di secondo grado di formazione generale: licei
P;853120;Istruzione secondaria di secondo grado di formazione generale: licei
P;8532;Istruzione secondaria tecnica e professionale
P;85320;Istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica (istituti tecnici, professionali, artistici eccetera)
P;853201;Scuole di vela e navigazione che rilasciano brevetti o patenti commerciali
P;853202;Scuole di volo che rilasciano brevetti o patenti commerciali
P;853203;Scuole di guida professionale per autisti, ad esempio di autocarri, di autobus e di pullman
P;853209;Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica
P;854;ISTRUZIONE POST-SECONDARIA UNIVERSITARIA E NON UNIVERSITARIA
P;8541;Istruzione post-secondaria non universitaria
P;85410;Istruzione e formazione tecnica superiore (IFTS)
P;854100;Istruzione e formazione tecnica superiore (IFTS)
P;8542;"Istruzione universitaria e post-universitaria; accademie e conservatori"
P;85420;"Istruzione universitaria e post-universitaria; accademie e conservatori"
P;854200;"Istruzione universitaria e post-universitaria; accademie e conservatori"
P;855;ALTRI SERVIZI DI ISTRUZIONE
P;8551;Corsi sportivi e ricreativi
P;85510;Corsi sportivi e ricreativi
P;855100;Corsi sportivi e ricreativi
P;8552;Formazione culturale
P;85520;Formazione culturale
P;855201;Corsi di danza
P;855209;Altra formazione culturale
P;8553;Attività delle scuole guida
P;85530;Autoscuole, scuole di pilotaggio e nautiche
P;855300;Autoscuole, scuole di pilotaggio e nautiche
P;8559;Servizi di istruzione nca
P;85591;Università popolare
P;855910;Università popolare
P;85592;Corsi di formazione e corsi di aggiornamento professionale
P;855920;Corsi di formazione e corsi di aggiornamento professionale
P;85593;Scuole e corsi di lingua
P;855930;Scuole e corsi di lingua
P;85599;Altri servizi di istruzione nca
P;855990;Altri servizi di istruzione nca
P;856;ATTIVITÀ DI SUPPORTO ALL'ISTRUZIONE
P;8560;Attività di supporto all'istruzione
P;85600;Attività di supporto all'istruzione
P;856001;Consulenza scolastica e servizi di orientamento scolastico
P;856009;Altre attività di supporto all'istruzione
Q;Q;SANITA' E ASSISTENZA SOCIALE
Q;86;ASSISTENZA SANITARIA
Q;861;SERVIZI OSPEDALIERI
Q;8610;Servizi ospedalieri
Q;86101;Ospedali e case di cura generici
Q;861010;Ospedali e case di cura generici
Q;86102;Ospedali e case di cura specialistici
Q;861020;Ospedali e case di cura specialistici
Q;86103;Istituti, cliniche e policlinici universitari
Q;861030;Istituti, cliniche e policlinici universitari
Q;86104;Ospedali e case di cura per lunga degenza
Q;861040;Ospedali e case di cura per lunga degenza
Q;862;SERVIZI DEGLI STUDI MEDICI E ODONTOIATRICI
Q;8621;Servizi degli studi medici di medicina generale
Q;86210;Servizi degli studi medici di medicina generale
Q;862100;Servizi degli studi medici di medicina generale
Q;8622;Servizi degli studi medici specialistici
Q;86220;Studi medici specialistici e poliambulatori
Q;862201;Prestazioni sanitarie svolte da chirurghi
Q;862202;Ambulatori e poliambulatori del Servizio Sanitario Nazionale
Q;862203;Attività dei centri di radioterapia
Q;862204;Attività dei centri di dialisi
Q;862205;Studi di omeopatia e di agopuntura
Q;862206;Centri di medicina estetica
Q;862209;Altri studi medici specialistici e poliambulatori
Q;8623;Attività degli studi odontoiatrici
Q;86230;Attività degli studi odontoiatrici
Q;862300;Attività degli studi odontoiatrici
Q;869;ALTRI SERVIZI DI ASSISTENZA SANITARIA
Q;8690;Altri servizi di assistenza sanitaria
Q;86901;Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini
Q;869011;Laboratori radiografici
Q;869012;Laboratori di analisi cliniche
Q;869013;Laboratori di igiene e profilassi
Q;86902;Attività paramediche indipendenti
Q;869021;Fisioterapia
Q;869029;Altre attività paramediche indipendenti nca
Q;86903;Attività svolta da psicologi
Q;869030;Attività svolta da psicologi
Q;86904;Servizi di ambulanza, delle banche del sangue, degli ambulatori tricologici e altri servizi sanitari nca
Q;869041;Attività degli ambulatori tricologici
Q;869042;Servizi di ambulanza, delle banche del sangue e altri servizi sanitari nca
Q;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE
Q;871;STRUTTURE DI ASSISTENZA INFERMIERISTICA RESIDENZIALE
Q;8710;Strutture di assistenza infermieristica residenziale
Q;87100;Strutture di assistenza infermieristica residenziale per anziani
Q;871000;Strutture di assistenza infermieristica residenziale per anziani
Q;872;STRUTTURE DI ASSISTENZA RESIDENZIALE PER PERSONE AFFETTE DA RITARDI MENTALI, DISTURBI MENTALI O CHE ABUSANO DI SOSTANZE STUPEFACENTI
Q;8720;Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti
Q;87200;Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti
Q;872000;Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti
Q;873;STRUTTURE DI ASSISTENZA RESIDENZIALE PER ANZIANI E DISABILI
Q;8730;Strutture di assistenza residenziale per anziani e disabili
Q;87300;Strutture di assistenza residenziale per anziani e disabili
Q;873000;Strutture di assistenza residenziale per anziani e disabili
Q;879;ALTRE STRUTTURE DI ASSISTENZA SOCIALE RESIDENZIALE
Q;8790;Altre strutture di assistenza sociale residenziale
Q;87900;Altre strutture di assistenza sociale residenziale
Q;879000;Altre strutture di assistenza sociale residenziale
Q;88;ASSISTENZA SOCIALE NON RESIDENZIALE
Q;881 ;ASSISTENZA SOCIALE NON RESIDENZIALE PER ANZIANI E DISABILI
Q;8810;Assistenza sociale non residenziale per anziani e disabili
Q;88100;Assistenza sociale non residenziale per anziani e disabili
Q;881000;Assistenza sociale non residenziale per anziani e disabili
Q;889;ALTRE ATTIVITÀ DI ASSISTENZA SOCIALE NON RESIDENZIALE
Q;8891;"Servizi di asili nido; assistenza diurna per minori disabili"
Q;88910;"Servizi di asili nido; assistenza diurna per minori disabili"
Q;889100;"Servizi di asili nido; assistenza diurna per minori disabili"
Q;8899;Altre attività di assistenza sociale non residenziale nca
Q;88990;Altre attività di assistenza sociale non residenziale nca
Q;889900;Altre attività di assistenza sociale non residenziale nca
R;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO
R;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO
R;900;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO
R;9001;Rappresentazioni artistiche
R;90010;Rappresentazioni artistiche
R;900101;Attività nel campo della recitazione
R;900109;Altre rappresentazioni artistiche
R;9002;Attività di supporto alle rappresentazioni artistiche
R;90020;Attività di supporto alle rappresentazioni artistiche
R;900201;Noleggio con operatore di strutture ed attrezzature per manifestazioni e spettacoli
R;900202;Attività nel campo della regia
R;900209;Altre attività di supporto alle rappresentazioni artistiche
R;9003;Creazioni artistiche e letterarie
R;90030;Creazioni artistiche e letterarie
R;900301;Attività dei giornalisti indipendenti
R;900302;Attività di conservazione e restauro di opere d'arte
R;900309;Altre creazioni artistiche e letterarie
R;9004;Gestione di strutture artistiche
R;90040;Gestione di teatri, sale da concerto e altre strutture artistiche
R;900400;Gestione di teatri, sale da concerto e altre strutture artistiche
R;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI
R;910;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI
R;9101;Attività di biblioteche ed archivi
R;91010;Attività di biblioteche ed archivi
R;910100;Attività di biblioteche ed archivi
R;9102;Attività di musei
R;91020;Attività di musei
R;910200;Attività di musei
R;9103;Gestione di luoghi e monumenti storici e attrazioni simili
R;91030;Gestione di luoghi e monumenti storici e attrazioni simili
R;910300;Gestione di luoghi e monumenti storici e attrazioni simili
R;9104;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali
R;91040;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali
R;910400;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali
R;92;ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO
R;920;ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO
R;9200;Attività riguardanti le lotterie, le scommesse, le case da gioco
R;92000;Attività riguardanti le lotterie, le scommesse, le case da gioco
R;920001;Ricevitorie del Lotto, SuperEnalotto, Totocalcio eccetera
R;920002;Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o a gettone
R;920009;Altre attività connesse con le lotterie e le scommesse
R;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO
R;931;ATTIVITÀ SPORTIVE
R;9311;Gestione di impianti sportivi
R;93111;Gestione di stadi
R;931110;Gestione di stadi
R;93112;Gestione di piscine
R;931120;Gestione di piscine
R;93113;Gestione di impianti sportivi polivalenti
R;931130;Gestione di impianti sportivi polivalenti
R;93119;Gestione di altri impianti sportivi nca
R;931190;Gestione di altri impianti sportivi nca
R;9312;Attività di club sportivi
R;93120;Attività di club sportivi
R;931200;Attività di club sportivi
R;9313;Palestre
R;93130;Gestione di palestre
R;931300;Gestione di palestre
R;9319;Altre attività sportive
R;93191;Enti e organizzazioni sportive, promozione di eventi sportivi
R;931910;Enti e organizzazioni sportive, promozione di eventi sportivi
R;93199;Attività sportive nca
R;931991;Ricarica di bombole per attività subacquee
R;931992;Attività delle guide alpine
R;931999;Altre attività sportive nca
R;932;ATTIVITÀ RICREATIVE E DI DIVERTIMENTO
R;9321;Parchi di divertimento e parchi tematici
R;93210;Parchi di divertimento e parchi tematici
R;932100;
R;932101 ;Gestione di parchi di divertimento, tematici e acquatici, nei quali sono in genere previsti spettacoli, esibizioni e servizi
R;932102 ;Gestione di attrazioni e attività di spettacolo in forma itinerante (giostre) o di attività dello spettacolo viaggiante svolte con attrezzature smontabili, in spazi pubblici e privati
R;9329;Altre attività ricreative e di divertimento
R;93291;Discoteche, sale da ballo night-club e simili
R;932910;Discoteche, sale da ballo night-club e simili
R;93292;Gestione di stabilimenti balneari: marittimi, lacuali e fluviali
R;932920;Gestione di stabilimenti balneari: marittimi, lacuali e fluviali
R;93293;Sale giochi e biliardi
R;932930;Sale giochi e biliardi
R;93299;Altre attività di intrattenimento e di divertimento nca
R;932990;Altre attività di intrattenimento e di divertimento nca
S;S;ALTRE ATTIVITÀ DI SERVIZI
S;94;ATTIVITÀ DI ORGANIZZAZIONI ASSOCIATIVE
S;941;ATTIVITÀ DI ORGANIZZAZIONI ECONOMICHE, DI DATORI DI LAVORO E PROFESSIONALI
S;9411;Attività di organizzazioni economiche e di datori di lavoro
